date,market,ticker,community,ari_stability,algorithm
2012-05-17,bovespa,ITSA4.SA,1,0.08695652173913043,leiden
2012-05-17,bovespa,ITUB4.SA,1,0.08695652173913043,leiden
2012-05-17,bovespa,MRVE3.SA,0,0.08695652173913043,leiden
2012-05-17,bovespa,MULT3.SA,0,0.08695652173913043,leiden
2012-05-17,bovespa,PETR3.SA,1,0.08695652173913043,leiden
2012-05-17,bovespa,PSSA3.SA,0,0.08695652173913043,leiden
2012-05-17,bovespa,RADL3.SA,0,0.08695652173913043,leiden
2012-05-17,bovespa,RENT3.SA,0,0.08695652173913043,leiden
2012-05-17,bovespa,SBSP3.SA,0,0.08695652173913043,leiden
2012-05-17,bovespa,SMTO3.SA,2,0.08695652173913043,leiden
2012-05-17,bovespa,TOTS3.SA,0,0.08695652173913043,leiden
2012-05-17,bovespa,VALE3.SA,2,0.08695652173913043,leiden
2012-05-17,bovespa,WEGE3.SA,1,0.08695652173913043,leiden
2012-06-18,bovespa,ABEV3.SA,2,0.35452988007658975,leiden
2012-06-18,bovespa,B3SA3.SA,1,0.35452988007658975,leiden
2012-06-18,bovespa,BBAS3.SA,2,0.35452988007658975,leiden
2012-06-18,bovespa,BBDC3.SA,2,0.35452988007658975,leiden
2012-06-18,bovespa,BEEF3.SA,0,0.35452988007658975,leiden
2012-06-18,bovespa,CMIG4.SA,2,0.35452988007658975,leiden
2012-06-18,bovespa,CSAN3.SA,0,0.35452988007658975,leiden
2012-06-18,bovespa,EZTC3.SA,0,0.35452988007658975,leiden
2012-06-18,bovespa,ITSA4.SA,1,0.35452988007658975,leiden
2012-06-18,bovespa,ITUB4.SA,1,0.35452988007658975,leiden
2012-06-18,bovespa,MRVE3.SA,0,0.35452988007658975,leiden
2012-06-18,bovespa,MULT3.SA,2,0.35452988007658975,leiden
2012-06-18,bovespa,PETR3.SA,1,0.35452988007658975,leiden
2012-06-18,bovespa,PSSA3.SA,0,0.35452988007658975,leiden
2012-06-18,bovespa,RADL3.SA,0,0.35452988007658975,leiden
2012-06-18,bovespa,RENT3.SA,0,0.35452988007658975,leiden
2012-06-18,bovespa,SBSP3.SA,1,0.35452988007658975,leiden
2012-06-18,bovespa,SMTO3.SA,0,0.35452988007658975,leiden
2012-06-18,bovespa,TOTS3.SA,0,0.35452988007658975,leiden
2012-06-18,bovespa,VALE3.SA,1,0.35452988007658975,leiden
2012-06-18,bovespa,WEGE3.SA,1,0.35452988007658975,leiden
2012-07-18,bovespa,ABEV3.SA,1,-0.02888086642599278,leiden
2012-07-18,bovespa,B3SA3.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,BBAS3.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,BBDC3.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,BEEF3.SA,1,-0.02888086642599278,leiden
2012-07-18,bovespa,CMIG4.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,CSAN3.SA,1,-0.02888086642599278,leiden
2012-07-18,bovespa,EZTC3.SA,1,-0.02888086642599278,leiden
2012-07-18,bovespa,ITSA4.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,ITUB4.SA,2,-0.02888086642599278,leiden
2012-07-18,bovespa,MRVE3.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,MULT3.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,PETR3.SA,2,-0.02888086642599278,leiden
2012-07-18,bovespa,PSSA3.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,RADL3.SA,2,-0.02888086642599278,leiden
2012-07-18,bovespa,RENT3.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,SBSP3.SA,1,-0.02888086642599278,leiden
2012-07-18,bovespa,SMTO3.SA,2,-0.02888086642599278,leiden
2012-07-18,bovespa,TOTS3.SA,0,-0.02888086642599278,leiden
2012-07-18,bovespa,VALE3.SA,2,-0.02888086642599278,leiden
2012-07-18,bovespa,WEGE3.SA,1,-0.02888086642599278,leiden
2012-08-16,bovespa,ABEV3.SA,1,0.14615384615384616,leiden
2012-08-16,bovespa,B3SA3.SA,2,0.14615384615384616,leiden
2012-08-16,bovespa,BBAS3.SA,0,0.14615384615384616,leiden
2012-08-16,bovespa,BBDC3.SA,2,0.14615384615384616,leiden
2012-08-16,bovespa,BEEF3.SA,1,0.14615384615384616,leiden
2012-08-16,bovespa,CMIG4.SA,3,0.14615384615384616,leiden
2012-08-16,bovespa,CSAN3.SA,1,0.14615384615384616,leiden
2012-08-16,bovespa,EZTC3.SA,0,0.14615384615384616,leiden
2012-08-16,bovespa,ITSA4.SA,0,0.14615384615384616,leiden
2012-08-16,bovespa,ITUB4.SA,0,0.14615384615384616,leiden
2012-08-16,bovespa,MRVE3.SA,2,0.14615384615384616,leiden
2012-08-16,bovespa,MULT3.SA,2,0.14615384615384616,leiden
2012-08-16,bovespa,PETR3.SA,3,0.14615384615384616,leiden
2012-08-16,bovespa,PSSA3.SA,0,0.14615384615384616,leiden
2012-08-16,bovespa,RADL3.SA,3,0.14615384615384616,leiden
2012-08-16,bovespa,RENT3.SA,0,0.14615384615384616,leiden
2012-08-16,bovespa,SBSP3.SA,1,0.14615384615384616,leiden
2012-08-16,bovespa,SMTO3.SA,0,0.14615384615384616,leiden
2012-08-16,bovespa,TOTS3.SA,1,0.14615384615384616,leiden
2012-08-16,bovespa,VALE3.SA,3,0.14615384615384616,leiden
2012-08-16,bovespa,WEGE3.SA,0,0.14615384615384616,leiden
2012-09-17,bovespa,ABEV3.SA,1,0.0661345496009122,leiden
2012-09-17,bovespa,B3SA3.SA,2,0.0661345496009122,leiden
2012-09-17,bovespa,BBAS3.SA,0,0.0661345496009122,leiden
2012-09-17,bovespa,BBDC3.SA,0,0.0661345496009122,leiden
2012-09-17,bovespa,BEEF3.SA,1,0.0661345496009122,leiden
2012-09-17,bovespa,CMIG4.SA,1,0.0661345496009122,leiden
2012-09-17,bovespa,CSAN3.SA,1,0.0661345496009122,leiden
2012-09-17,bovespa,EZTC3.SA,2,0.0661345496009122,leiden
2012-09-17,bovespa,ITSA4.SA,0,0.0661345496009122,leiden
2012-09-17,bovespa,ITUB4.SA,0,0.0661345496009122,leiden
2012-09-17,bovespa,MRVE3.SA,2,0.0661345496009122,leiden
2012-09-17,bovespa,MULT3.SA,0,0.0661345496009122,leiden
2012-09-17,bovespa,PETR3.SA,0,0.0661345496009122,leiden
2012-09-17,bovespa,PSSA3.SA,2,0.0661345496009122,leiden
2012-09-17,bovespa,RADL3.SA,0,0.0661345496009122,leiden
2012-09-17,bovespa,RENT3.SA,1,0.0661345496009122,leiden
2012-09-17,bovespa,SBSP3.SA,1,0.0661345496009122,leiden
2012-09-17,bovespa,SMTO3.SA,2,0.0661345496009122,leiden
2012-09-17,bovespa,TOTS3.SA,2,0.0661345496009122,leiden
2012-09-17,bovespa,VALE3.SA,0,0.0661345496009122,leiden
2012-09-17,bovespa,WEGE3.SA,1,0.0661345496009122,leiden
2012-10-17,bovespa,ABEV3.SA,2,0.17568427753023552,leiden
2012-10-17,bovespa,B3SA3.SA,0,0.17568427753023552,leiden
2012-10-17,bovespa,BBAS3.SA,1,0.17568427753023552,leiden
2012-10-17,bovespa,BBDC3.SA,1,0.17568427753023552,leiden
2012-10-17,bovespa,BEEF3.SA,2,0.17568427753023552,leiden
2012-10-17,bovespa,CMIG4.SA,0,0.17568427753023552,leiden
2012-10-17,bovespa,CSAN3.SA,0,0.17568427753023552,leiden
2012-10-17,bovespa,EZTC3.SA,1,0.17568427753023552,leiden
2012-10-17,bovespa,ITSA4.SA,1,0.17568427753023552,leiden
2012-10-17,bovespa,ITUB4.SA,1,0.17568427753023552,leiden
2012-10-17,bovespa,MRVE3.SA,0,0.17568427753023552,leiden
2012-10-17,bovespa,MULT3.SA,1,0.17568427753023552,leiden
