date,market,ticker,community,ari_stability
2016-06-02,bovespa,FLRY3.SA,3,0.8733940376699514
2016-06-02,bovespa,GGBR4.SA,0,0.8733940376699514
2016-06-02,bovespa,ITSA4.SA,2,0.8733940376699514
2016-06-02,bovespa,ITUB4.SA,2,0.8733940376699514
2016-06-02,bovespa,LREN3.SA,3,0.8733940376699514
2016-06-02,bovespa,MRVE3.SA,3,0.8733940376699514
2016-06-02,bovespa,MULT3.SA,3,0.8733940376699514
2016-06-02,bovespa,PETR3.SA,1,0.8733940376699514
2016-06-02,bovespa,PETR4.SA,1,0.8733940376699514
2016-06-02,bovespa,RADL3.SA,3,0.8733940376699514
2016-06-02,bovespa,RENT3.SA,5,0.8733940376699514
2016-06-02,bovespa,SANB11.SA,4,0.8733940376699514
2016-06-02,bovespa,SBSP3.SA,1,0.8733940376699514
2016-06-02,bovespa,SMTO3.SA,1,0.8733940376699514
2016-06-02,bovespa,SUZB3.SA,5,0.8733940376699514
2016-06-02,bovespa,UGPA3.SA,4,0.8733940376699514
2016-06-02,bovespa,USIM5.SA,1,0.8733940376699514
2016-06-02,bovespa,VALE3.SA,0,0.8733940376699514
2016-06-02,bovespa,WEGE3.SA,2,0.8733940376699514
2016-06-02,bovespa,YDUQ3.SA,3,0.8733940376699514
2016-06-03,bovespa,ABEV3.SA,4,0.7603305785123967
2016-06-03,bovespa,BBAS3.SA,2,0.7603305785123967
2016-06-03,bovespa,BBDC3.SA,4,0.7603305785123967
2016-06-03,bovespa,BBDC4.SA,4,0.7603305785123967
2016-06-03,bovespa,BEEF3.SA,1,0.7603305785123967
2016-06-03,bovespa,CMIG4.SA,5,0.7603305785123967
2016-06-03,bovespa,CSAN3.SA,6,0.7603305785123967
2016-06-03,bovespa,CSNA3.SA,0,0.7603305785123967
2016-06-03,bovespa,ENEV3.SA,4,0.7603305785123967
2016-06-03,bovespa,EZTC3.SA,5,0.7603305785123967
2016-06-03,bovespa,FLRY3.SA,3,0.7603305785123967
2016-06-03,bovespa,GGBR4.SA,0,0.7603305785123967
2016-06-03,bovespa,ITSA4.SA,2,0.7603305785123967
2016-06-03,bovespa,ITUB4.SA,2,0.7603305785123967
2016-06-03,bovespa,LREN3.SA,3,0.7603305785123967
2016-06-03,bovespa,MRVE3.SA,3,0.7603305785123967
2016-06-03,bovespa,MULT3.SA,3,0.7603305785123967
2016-06-03,bovespa,PETR3.SA,1,0.7603305785123967
2016-06-03,bovespa,PETR4.SA,1,0.7603305785123967
2016-06-03,bovespa,RADL3.SA,6,0.7603305785123967
2016-06-03,bovespa,RENT3.SA,5,0.7603305785123967
2016-06-03,bovespa,SANB11.SA,4,0.7603305785123967
2016-06-03,bovespa,SBSP3.SA,1,0.7603305785123967
2016-06-03,bovespa,SMTO3.SA,6,0.7603305785123967
2016-06-03,bovespa,SUZB3.SA,5,0.7603305785123967
2016-06-03,bovespa,UGPA3.SA,4,0.7603305785123967
2016-06-03,bovespa,USIM5.SA,1,0.7603305785123967
2016-06-03,bovespa,VALE3.SA,0,0.7603305785123967
2016-06-03,bovespa,WEGE3.SA,1,0.7603305785123967
2016-06-03,bovespa,YDUQ3.SA,3,0.7603305785123967
